book_id,title,author,isbn,category,language,publisher,published_year,shelf_location,is_available,status,copies
711,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E4,Yes,Lost,10
712,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A5,Yes,Lost,9
713,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B5,Yes,Damaged,1
714,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C10,Yes,Active,4
715,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C4,No,Active,4
716,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B8,Yes,Lost,9
717,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B6,No,Active,1
718,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B5,Yes,Lost,6
719,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,D8,Yes,Damaged,9
720,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B3,Yes,Active,9
721,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D7,No,Lost,3
722,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A6,Yes,Active,2
723,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A4,No,Active,6
724,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C5,Yes,Lost,8
725,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D1,Yes,Active,1
726,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C8,Yes,Active,8
727,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E1,Yes,Active,8
728,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C2,No,Active,3
729,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D7,Yes,Damaged,6
730,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C4,No,Active,2
731,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D8,No,Damaged,3
732,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B3,No,Damaged,5
733,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A8,Yes,Damaged,9
734,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C2,No,Damaged,4
735,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B2,Yes,Lost,9
736,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,C8,No,Lost,3
737,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E2,Yes,Lost,2
738,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D7,No,Damaged,8
739,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E10,No,Active,8
740,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C4,No,Active,1
741,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E5,Yes,Active,5
742,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D2,No,Active,7
743,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D8,No,Damaged,4
744,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B5,No,Damaged,10
745,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E7,No,Active,2
746,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E2,Yes,Active,5
747,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E10,Yes,Damaged,9
748,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E6,No,Damaged,7
749,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D7,No,Active,10
750,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B5,No,Damaged,8
751,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D6,No,Damaged,4
752,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D2,Yes,Active,6
753,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B1,Yes,Lost,5
754,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A5,Yes,Active,3
755,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C2,No,Lost,3
756,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B7,No,Damaged,7
757,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A7,No,Active,1
758,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A9,Yes,Lost,8
759,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C9,No,Active,2
760,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B3,Yes,Lost,4
761,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,C3,Yes,Active,2
762,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C1,No,Active,3
763,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B1,No,Lost,2
764,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A3,No,Active,7
765,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E8,No,Active,10
766,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E4,No,Lost,5
767,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A10,No,Active,9
768,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E8,Yes,Active,10
769,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D10,Yes,Lost,2
770,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B9,Yes,Lost,10
771,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,D2,Yes,Lost,3
772,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D9,Yes,Active,2
773,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D2,No,Active,2
774,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E4,No,Active,6
775,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C3,No,Lost,6
776,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B3,No,Active,1
777,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E5,No,Damaged,5
778,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,C9,Yes,Lost,7
779,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D6,Yes,Lost,2
780,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C7,Yes,Active,10
781,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E8,Yes,Active,5
782,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E5,Yes,Damaged,2
783,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A9,Yes,Active,5
784,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C5,Yes,Lost,1
785,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B6,Yes,Lost,6
786,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B3,Yes,Lost,8
787,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A9,No,Damaged,3
788,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D6,Yes,Active,1
789,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D1,No,Active,9
790,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B7,No,Active,6
791,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B4,No,Damaged,5
792,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C1,Yes,Lost,1
793,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B4,Yes,Lost,8
794,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A4,No,Lost,4
795,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E9,No,Damaged,9
796,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B1,No,Active,8
797,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E1,Yes,Damaged,4
798,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D8,No,Lost,8
799,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B6,Yes,Lost,6
800,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B4,No,Damaged,2
801,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A9,Yes,Active,3
802,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E10,No,Lost,4
803,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D6,No,Lost,2
804,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A8,No,Lost,5
805,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A10,Yes,Damaged,3
806,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,D9,Yes,Active,10
807,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E2,Yes,Lost,7
808,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B1,Yes,Lost,1
809,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C2,No,Active,10
810,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E2,Yes,Lost,3
811,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E7,No,Active,6
812,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C10,No,Damaged,9
813,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D1,Yes,Active,1
814,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B5,No,Damaged,7
815,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A1,Yes,Lost,1
816,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,A7,No,Lost,8
817,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E5,Yes,Active,5
818,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D3,No,Active,6
819,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E4,No,Lost,8
820,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A4,Yes,Lost,3
821,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E7,Yes,Lost,8
822,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A9,Yes,Lost,8
823,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D5,Yes,Lost,4
824,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B10,Yes,Damaged,7
825,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E5,Yes,Lost,8
826,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A6,Yes,Active,1
827,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A1,No,Damaged,2
828,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E9,Yes,Damaged,4
829,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A1,Yes,Damaged,9
830,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E6,No,Damaged,8
831,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B9,Yes,Active,7
832,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A10,No,Lost,2
833,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B6,Yes,Damaged,7
834,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E8,Yes,Lost,4
835,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D10,No,Active,4
836,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C8,Yes,Active,1
837,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C1,No,Damaged,4
838,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B7,No,Damaged,10
839,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C7,Yes,Lost,8
840,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D2,Yes,Lost,2
841,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A5,No,Lost,3
842,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A3,No,Lost,2
843,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E7,Yes,Active,7
844,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C2,No,Damaged,5
845,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C7,Yes,Active,3
846,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B1,No,Damaged,2
847,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E8,Yes,Lost,5
848,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B9,No,Lost,7
849,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,D6,No,Active,8
850,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C6,No,Lost,10
851,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B4,Yes,Damaged,6
852,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A1,No,Damaged,7
853,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A5,Yes,Lost,5
854,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A7,Yes,Lost,5
855,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A1,Yes,Lost,10
856,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A9,Yes,Lost,1
857,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C1,Yes,Lost,6
858,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B8,Yes,Damaged,1
859,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A5,Yes,Lost,8
860,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D8,Yes,Lost,1
861,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D7,Yes,Damaged,2
862,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C9,Yes,Damaged,5
863,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B5,Yes,Active,8
864,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B10,Yes,Damaged,5
865,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D8,Yes,Active,2
866,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,A4,Yes,Lost,2
867,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D4,Yes,Lost,9
868,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,C2,No,Lost,1
869,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B7,Yes,Damaged,1
870,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A9,No,Active,2
871,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B3,Yes,Active,3
872,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,C2,No,Damaged,7
873,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B3,No,Lost,8
874,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E6,Yes,Active,2
875,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D5,No,Damaged,1
876,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D4,Yes,Lost,4
877,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A9,Yes,Damaged,6
878,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A4,No,Damaged,4
879,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C7,Yes,Lost,2
880,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A3,No,Lost,9
881,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C4,Yes,Damaged,1
882,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,C3,Yes,Lost,6
883,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E6,Yes,Lost,8
884,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B8,No,Active,2
885,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E4,No,Damaged,9
886,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B8,No,Damaged,1
887,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A8,Yes,Active,4
888,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E10,Yes,Damaged,9
889,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D8,Yes,Damaged,8
890,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A6,Yes,Lost,7
891,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D9,No,Active,1
892,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A6,No,Damaged,6
893,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E4,Yes,Lost,10
894,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B9,No,Lost,10
895,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A7,No,Lost,3
896,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C4,No,Active,4
897,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B2,Yes,Active,7
898,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A1,No,Damaged,1
899,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B2,No,Damaged,7
900,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D5,No,Damaged,10
901,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E4,No,Lost,9
902,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B10,Yes,Lost,9
903,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B7,No,Lost,4
904,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D10,Yes,Active,8
905,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,D2,Yes,Damaged,8
906,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D5,No,Lost,6
907,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B4,Yes,Lost,10
908,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B4,Yes,Damaged,1
909,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C10,No,Damaged,6
910,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B5,Yes,Damaged,1
911,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C2,No,Lost,3
912,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C2,Yes,Active,6
913,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E3,No,Active,3
914,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D4,No,Damaged,6
915,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A8,Yes,Lost,10
916,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D2,No,Damaged,10
917,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E9,No,Damaged,10
918,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C10,No,Damaged,6
919,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E8,No,Active,8
920,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E8,Yes,Active,10
921,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B9,Yes,Lost,5
922,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A5,No,Lost,9
923,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D8,Yes,Lost,9
924,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B4,Yes,Active,6
925,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E4,Yes,Active,7
926,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B5,No,Lost,9
927,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B5,Yes,Damaged,9
928,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C7,Yes,Damaged,5
929,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A3,No,Lost,2
930,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E1,Yes,Damaged,8
931,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A4,No,Lost,1
932,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A2,No,Active,6
933,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A7,No,Damaged,3
934,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E7,No,Lost,2
935,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D2,Yes,Active,10
936,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B3,No,Lost,10
937,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A4,Yes,Active,7
938,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B7,Yes,Lost,2
939,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B3,No,Damaged,1
940,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B9,No,Active,8
941,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B4,No,Damaged,6
942,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E3,No,Damaged,8
943,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D9,No,Damaged,9
944,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B3,Yes,Active,3
945,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A7,Yes,Active,8
946,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B5,No,Damaged,8
